id,study_title,study_link,resultIA_no_fine_tunning,resultIA_fine_tunning,study_type,study_year,cannabinoids,organ_systems,study_conditions
2022382,"Cannabinol: History, Syntheses, and Biological Profile of the Greatest “Minor” Cannabinoid",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9658060/,Positive,,Meta-analysis,2022,Cannabinol (CBN),,Anorexia Nervosa; Anorexia; Bacterial Infections; Epidermolysis bullosa; Inflammation; Pain; Pain - Acute; Pain - Chronic; Staph Infection
2008038,"The diverse CB1 and CB2 receptor pharmacology of three plant cannabinoids: Δ9-tetrahydrocannabinol, cannabidiol and Δ9-tetrahydrocannabivarin",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2219532/,Inconclusive,,Meta-analysis,2008,Cannabigerol (CBG); Delta-8-THC; Tetrahydrocannabivarin (THCV),,
2002011,International Union of Pharmacology. XXVII. Classification of cannabinoid receptors,https://pubmed.ncbi.nlm.nih.gov/12037135/,Inconclusive,,Meta-analysis,2002,Endocannabinoid (unspecified); Synthetic Cannabinoid (unspecified),,
2016078,Involvement of transient receptor potential A1 channel in algesic and analgesic actions of the organic compound limonene,https://pubmed.ncbi.nlm.nih.gov/27030509/,Inconclusive,,Animal Study,2016,,Nervous System,Pain; Pain - Nociceptive; Oxidative Stress
2020187,Enterocolic increase of cannabinoid receptor type 1 and type 2 and clinical improvement after probiotic administration in dogs with chronic signs of colonic dysmotility without mucosal inflammatory changes,https://pubmed.ncbi.nlm.nih.gov/31495983/,Positive,,Animal Study -,2020,Microbiome,,Veterinary Applications; Irritable Bowel Syndrome
2021220,Cannabinoid Receptors Overexpression in a Rat Model of Irritable Bowel Syndrome (IBS) after Treatment with a Ketogenic Diet,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7999285/,Positive,,Animal Study,2021,Diet,Digestive System,Irritable Bowel Syndrome
2020188,Irritable Bowel Syndrome: Manipulating the Endocannabinoid System as First-Line Treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7186328/,Positive,,Meta-analysis,2020,Palmitoylethanolamide (PEA),Digestive System,Irritable Bowel Syndrome
2020189,Endocannabinoid system in irritable bowel syndrome and cannabis as a therapy,https://pubmed.ncbi.nlm.nih.gov/31987224/,Positive,,Meta-analysis,2020,Endocannabinoid (unspecified),Digestive System,Irritable Bowel Syndrome
2022383,Cannabis and the heart: unchartered territory,https://pubmed.ncbi.nlm.nih.gov/36098056/,Inconclusive,,Meta-analysis,2022,,Cardiovascular System,Atherosclerosis; Cardiac Arrhythmias; Cardiovascular Diseases (CVD); Heart Attack; Cardiac Toxicity
2021221,A study of abnormal cannabidiols system-mediated cardiovascular protection in disrupted gut/brain axis associated depression,https://pubmed.ncbi.nlm.nih.gov/34676637/,Inconclusive,,Meta-analysis,2021,Abnormal Cannabidiol (Abn-CBD),Cardiovascular System; Mental/Emotional System; Nervous System,Cardiac Arrhythmias; Cardiovascular Diseases (CVD); Depression; Hypertension (High Blood Pressure)
2022384,Endocannabinoid Levels in Ulcerative Colitis Patients Correlate With Clinical Parameters and Are Affected by Cannabis Consumption,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8438407/,Positive,,Clinical Trial,2022,2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Palmitoylethanolamide (PEA),Digestive System,IBD - Inflammatory Bowel Disease
2022385,Cannabinoid Therapeutic Effects in Inflammatory Bowel Diseases: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9599014/,Positive,,Clinical Meta-analysis,2022,,Digestive System,IBD - Crohn's Disease; IBD - Inflammatory Bowel Disease
2022386,"Phycocyanin stimulates ulcerative colitis healing via selective activation of cannabinoid receptor-2, intestinal mucosal healing, Treg accumulation, and p38MAPK/MK2 signaling inhibition",https://pubmed.ncbi.nlm.nih.gov/35777583/,Positive,,Animal Study,2022,Phycocyanin; Microbiome,Digestive System,IBD - Inflammatory Bowel Disease; Inflammation; Microbiome Imbalance
2022387,Cannabinoid Receptor 2 (CB2) Inverse Agonist SMM-189 Induces Expression of Endogenous CB2 and Protein Kinase A That Differentially Modulates the Immune Response and Suppresses Experimental Colitis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9147685/,Positive,,Animal Study,2022,Synthetic Cannabinoid (unspecified),Digestive System,IBD - Inflammatory Bowel Disease; IBD - Crohn's Disease
2022388,Cannabis use and the risk of periodontitis: A two-sample Mendelian randomization study,https://onlinelibrary.wiley.com/doi/10.1111/jcpe.13632,Inconclusive,,Meta-analysis,2022,,Digestive System; Mental/Emotional System; Nervous System,Addiction - Cannabis; Addiction; Periodontal Disease; Addiction - Nicotine; Cannabis Adverse Effects
2022389,Herbal Cannabis Use Is Not Associated with Changes in Levels of Endocannabinoids and Metabolic Profile Alterations among Older Adults,https://www.mdpi.com/2075-1729/12/10/1539/htm,Inconclusive,,Clinical Trial,2022,2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Palmitoylethanolamide (PEA); Tetrahydrocannabinol (THC); Virodhamine (O-AEA),Cardiovascular System; Endocrine System; Muscular System; Nervous System; Skeletal System,Cardiovascular Diseases (CVD); Geriatric Conditions; Hypertension (High Blood Pressure); Metabolic Syndrome; Inflammation; Obesity; Parkinson's Disease
2022390,Cannabis Use for Endometriosis: Clinical and Legal Challenges in Australia and New Zealand,https://pubmed.ncbi.nlm.nih.gov/34978929/,Positive,,Meta-analysis,2022,,Endocrine System,Endometriosis
2022391,The Cannabis-Induced Epigenetic Regulation of Genes Associated with Major Depressive Disorder,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9407536/,Positive,,Meta-analysis,2022,Endocannabinoid (unspecified),Mental/Emotional System; Nervous System,Depression; Bipolar Disorder; Epilepsy; Oxidative Stress; Psychosis; Schizophrenia
2022392,Anti-inflammatory effects of cannabidiol against lipopolysaccharides in cardiac sodium channels,https://pubmed.ncbi.nlm.nih.gov/35906756/,Positive,,Laboratory Study,2022,,Cardiovascular System; Immune System,Cardiac Arrhythmias; Cardiovascular Diseases (CVD); Inflammation; Sepsis
2014056,The effect of cannabidiol on ischemia/reperfusion-induced ventricular arrhythmias: the role of adenosine A1 receptors,https://journals.sagepub.com/doi/10.1177/1074248414532013,Positive,,Animal Study,2014,Endocannabinoid (unspecified),Cardiovascular System,Cardiac Arrhythmias; Cardiovascular Diseases (CVD); Heart Attack; Atherosclerosis; Huntington's Disease; Inflammation; Pain; Multiple Sclerosis; Oxidative Stress; Wound Healing
2022393,TRPV1: A Common Denominator Mediating Antinociceptive and Antiemetic Effects of Cannabinoids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9456209/,Positive,,Meta-analysis,2022,Capsaicin (CAPS); Endocannabinoid (unspecified); Anandamide (AEA); N-Arachidonoyl Dopamine (NADA); Pharma CBD; SR-x Synthetic Cannabinoids; WIN-x Synthetic Cannabinoids,Digestive System; Nervous System,Pain; Nausea and Vomiting; Anorexia; Anxiety; Cannabis Adverse Effects; Cannabis Hyperemesis Syndrome; Depression; Epilepsy - Dravet Syndrome; Epilepsy - Lennox-Gastaut; Epilepsy; HIV/AIDS; Inflammation; Multiple Sclerosis; Pain - Central Pain Syndrome; Pain - Chronic; Pain - Neuropathy - Inflammatory Polyneuropathy; Pain - Neuropathy - Peripheral
2022394,Case Report: Superior Mesenteric Artery Syndrome in an Adolescent With Cannabinoid Hyperemesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8898831/,Negative,,Meta-analysis,2022,,Nervous System,Cannabis Hyperemesis Syndrome; Pain; Pain - Chronic
2022395,Cannabinoid hyperemesis syndrome: A 6‐year audit of adult presentations to an urban district hospital,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9545654/,Inconclusive,,Meta-analysis,2022,,Nervous System,Cannabis Hyperemesis Syndrome
2022396,Cannabinoid hyperemesis syndrome in North America: evaluation of health burden and treatment prevalence,https://pubmed.ncbi.nlm.nih.gov/36307209/,Negative,,Meta-analysis,2022,,Mental/Emotional System; Nervous System; Respiratory System,Addiction - Cannabis; Addiction; Cannabis Hyperemesis Syndrome; COVID-19
2021222,QTc prolongation in cannabis hyperemesis syndrome patients exposed to antiemetics: A retrospective chart review,https://pubmed.ncbi.nlm.nih.gov/34607736/,Inconclusive,,Meta-analysis,2021,,Cardiovascular System,Cannabis Hyperemesis Syndrome; Cardiac Arrhythmias; Cardiovascular Diseases (CVD)
2022397,Differentiating Diabetic Ketoacidosis and Hyperglycemic Ketosis Due to Cannabis Hyperemesis Syndrome in Adults With Type 1 Diabetes,https://pubmed.ncbi.nlm.nih.gov/34880067/,Inconclusive,,Meta-analysis,2022,,Endocrine System,Cannabis Hyperemesis Syndrome; Diabetes; Cannabis Adverse Effects; Metabolic Syndrome
2022398,"Changes in Emergency Department Visits for Cannabis Hyperemesis Syndrome Following Recreational Cannabis Legalization and Subsequent Commercialization in Ontario, Canada",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482056/,Inconclusive,,Meta-analysis,2022,,Nervous System,Cannabis Hyperemesis Syndrome; Cannabis Adverse Effects
2021223,Adolescent Cannabis Hyperemesis Syndrome During the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8745939/,Negative,,Meta-analysis,2021,,Respiratory System,Cannabis Hyperemesis Syndrome; COVID-19; Cannabis Adverse Effects
2021224,Cannabis hyperemesis syndrome: Incidence and treatment with topical capsaicin,https://pubmed.ncbi.nlm.nih.gov/34756408/,Positive,,Meta-analysis,2021,Capsaicin (CAPS),Mental/Emotional System,Cannabis Adverse Effects; Cannabis Hyperemesis Syndrome
2022399,Cannabinoid hyperemesis syndrome and cannabis withdrawal syndrome: a review of the management of cannabis-related syndrome in the emergency department,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9454163/,Negative,,Meta-analysis,2022,Tetrahydrocannabinol (THC); Pharma THC,Digestive System; Mental/Emotional System; Nervous System,Cannabis Adverse Effects; Cannabis Hyperemesis Syndrome; Nausea and Vomiting; Addiction - Benzodiazepine; Addiction - Cannabis; Addiction - Opioid; Anorexia; Anxiety; Cardiac Arrhythmias; Cardiovascular Diseases (CVD); Depression; Heart Attack; Inflammation; Insomnia and Sleep Disorders; Irritable Bowel Syndrome; Obesity; Pancreatitis
2021225,Fact or Faction Regarding the Relationship between Cannabis Use and Violent Behavior,https://pubmed.ncbi.nlm.nih.gov/34893489/,Negative,,Meta-analysis,2021,,Mental/Emotional System,Cannabis Adverse Effects; Domestic Abuse
2022400,"Cannabis use and risks of respiratory and all-cause morbidity and mortality: a population-based, data-linkage, cohort study",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9240874/#SP1,Inconclusive,,Meta-analysis,2022,,Mental/Emotional System; Nervous System; Respiratory System,Asthma; Bronchitis; Cannabis Adverse Effects; COPD; Acute Respiratory Distress Syndrome; Addiction - Nicotine; Bacterial Infections; Cannabis Hyperemesis Syndrome; Flu; Inflammation; Respiratory Syncytial Virus; Stress
2022401,Cannabidiol in the context of substance use disorder treatment: A systematic review,https://linkinghub.elsevier.com/retrieve/pii/S0306460322001265,Positive,,Meta-analysis,2022,SR-x Synthetic Cannabinoids; 2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Endocannabinoid (unspecified),Mental/Emotional System,Addiction - Cannabis; Addiction - Nicotine; Addiction - Opioid; Addiction; Addiction - Alcohol; Addiction - Cocaine; Anxiety; Psychosis
2019084,Electroacupuncture inhibits mast cell degranulation via cannabinoid CB2 receptors in a rat model of allergic contact dermatitis,https://pubmed.ncbi.nlm.nih.gov/31429590/,Positive,,Animal Study,2019,Acupuncture (TCM),Integumentary System,Allergic Contact Dermatitis
2017066,"The endocannabinoid system, a novel and key participant in acupuncture's multiple beneficial effects",https://pubmed.ncbi.nlm.nih.gov/28412017/,Positive,,Meta-analysis,2017,Acupuncture (TCM); Endocannabinoid (unspecified),,Pain; Pain - Chronic; Pain - Inflammatory
2018080,Median nerve stimulation induces analgesia via orexin-initiated endocannabinoid disinhibition in the periaqueductal gray,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6233149/,Positive,,Animal Study,2018,2-Arachidonoyl Glycerol (2-AG); Acupuncture (TCM); Monoacylglycerol Lipase (MAGL),Nervous System,Pain; Pain - Chronic
2011054,A novel mechanism for acupuncture-induced analgesia: involvement of orexins and endocannabinoids,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jnc.12777,Positive,,Animal Study,2011,2-Arachidonoyl Glycerol (2-AG); Acupuncture (TCM),Nervous System,Pain; Pain - Chronic
2013047,Electroacupuncture inhibition of hyperalgesia in rats with adjuvant arthritis: involvement of cannabinoid receptor 1 and dopamine receptor subtypes in striatum,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3677619/,Positive,,Animal Study,2013,Acupuncture (TCM),Skeletal System,Arthritis - Osteoarthritis; Arthritis
2012069,CB1 and CB2 contribute to antinociceptive and anti-inflammatory effects of electroacupuncture on experimental arthritis of the rat temporomandibular joint,https://pubmed.ncbi.nlm.nih.gov/23181276/,Positive,,Animal Study,2012,Acupuncture (TCM),Nervous System; Skeletal System,Arthritis - Osteoarthritis; Arthritis; Inflammation
2012070,Electroacupuncture inhibits CB1 upregulation induced by ethanol withdrawal in mice,https://pubmed.ncbi.nlm.nih.gov/22613131/,Positive,,Animal Study,2012,Acupuncture (TCM),Mental/Emotional System; Nervous System,Addiction - Alcohol; Addiction
2022402,Processing cardiovascular information in the vlPAG during electroacupuncture in rats: roles of endocannabinoids and GABA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2692771/,Positive,,Animal Study,2022,Acupuncture (TCM); Fatty Acid Amide Hydrolase (FAAH),Cardiovascular System,Cardiovascular Diseases (CVD)
2022403,Electroacupuncture Reduces Visceral Pain Via Cannabinoid CB2 Receptors in a Mouse Model of Inflammatory Bowel Disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8990228/,Positive,,Animal Study,2022,Acupuncture (TCM),Digestive System; Nervous System,IBD - Inflammatory Bowel Disease; Pain; Pain - Chronic
2022404,Electroacupuncture Reduces Anxiety Associated With Inflammatory Bowel Disease By Acting on Cannabinoid CB1 Receptors in the Ventral Hippocampus in Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9305710/,Positive,,Animal Study,2022,Acupuncture (TCM),Digestive System; Mental/Emotional System; Nervous System,Anxiety; IBD - Inflammatory Bowel Disease
2009037,Endogenous anandamide and cannabinoid receptor-2 contribute to electroacupuncture analgesia in rats,https://pubmed.ncbi.nlm.nih.gov/19409856/,Positive,,Animal Study,2009,Acupuncture (TCM); Anandamide (AEA),Nervous System,Inflammation; Pain - Chronic; Pain; Pain - Acute
2022405,Hypertensive Crisis-Related Hospitalizations and Subsequent Major Adverse Cardiac Events in Young Adults with Cannabis Use Disorder: A Nationwide Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9609556/,Negative,,Meta-analysis,2022,Synthetic Cannabinoid (unspecified),Cardiovascular System; Mental/Emotional System,Addiction - Cannabis; Addiction; Cardiovascular Diseases (CVD); Heart Attack; Hypertension (High Blood Pressure); Stroke; Addiction - Alcohol; Addiction - Cocaine; Addiction - Nicotine; Addiction - Stimulant; Arthritis - Rheumatoid; Arthritis; Cancer - Lymphoma; Cancer - Metastatic; Cancer; Cardiac Arrhythmias; Chronic Heart Disease; Chronic Kidney Disease; COPD; Depression
2022406,Cannabis Use Among Young Adults in Washington State After Legalization of Nonmedical Cannabis,https://pubmed.ncbi.nlm.nih.gov/35319936/,Negative,,Meta-analysis,2022,,Mental/Emotional System,Addiction - Cannabis; Addiction; Cannabis Adverse Effects
2022407,Correlates of treatment engagement and client outcomes: results of a randomised controlled trial of nabiximols for the treatment of cannabis use disorder,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9548192/,Positive,,Double Blind Clinical Trial,2022,Pharma THC:CBD; Tetrahydrocannabinol (THC),Mental/Emotional System; Nervous System,Addiction - Cannabis; Addiction; Anxiety; Depression; Insomnia and Sleep Disorders; Pain; Pain - Chronic
2022408,"Admissions to substance use treatment facilities for cannabis use disorder, 2000–2017: Does legalization matter?",https://pubmed.ncbi.nlm.nih.gov/35368113/,Positive,,Meta-analysis,2022,,Mental/Emotional System; Nervous System,Addiction - Cannabis; Addiction
2022409,N-acetyl cysteine in the treatment of cannabis use disorder: A systematic review of clinical trials,https://www.sciencedirect.com/science/article/abs/pii/S0306460322000491?via%3Dihub,Inconclusive,,Clinical Meta-analysis,2022,Synthetic Cannabinoid (unspecified),Mental/Emotional System; Nervous System,Addiction - Cannabis; Addiction; Addiction - Alcohol; Addiction - Cocaine; Addiction - Nicotine; Addiction - Stimulant; Cannabis Adverse Effects; Oxidative Stress; Psychosis
2022410,Prevalence and correlates of cannabis use disorder among Australians using cannabis products to treat a medical condition,https://onlinelibrary.wiley.com/doi/10.1111/dar.13444,Negative,,Meta-analysis,2022,Tetrahydrocannabinol (THC),Mental/Emotional System; Nervous System,Addiction - Cannabis; Addiction; Addiction - Alcohol; Addiction - Nicotine; Addiction - Opioid; Behavioral Disorders; Addiction - Stimulant; Anxiety; Cancer; Chemotherapy-induced Nausea & Vomiting; Depression; Domestic Abuse; Insomnia and Sleep Disorders; Pain; Pain - Chronic; Psychosis
2021226,Cannabis use and medication nonadherence in bipolar disorder: A nationwide inpatient sample database analysis,https://www.sciencedirect.com/science/article/abs/pii/S0165032721013070?via%3Dihub,Negative,,Meta-analysis,2021,,Mental/Emotional System,Addiction - Cannabis; Addiction; Bipolar Disorder
2021227,Prevalence and Correlates of Cannabis Use and Cannabis Use Disorder Among U.S. Veterans: Results From the National Epidemiologic Survey on Alcohol and Related Conditions (NESARC-III),https://pubmed.ncbi.nlm.nih.gov/34407625/,Negative,,Meta-analysis,2021,,Mental/Emotional System; Nervous System,Addiction - Cannabis; Addiction; Addiction - Alcohol; Addiction - Benzodiazepine; Addiction - Cocaine; Addiction - Nicotine; Addiction - Opioid; Addiction - Stimulant; Cannabis Adverse Effects
